Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
268,ORD-10267,2023-07-26,2023-07-29,Second Class,CUST-6317,Customer_359,Corporate,India,Chennai,Maharashtra,682351,South,PROD-260,Office Supplies,Paper,Notebook Pack,4643.06,6,0.12,139.29
269,ORD-10268,2022-01-02,2022-01-04,Second Class,CUST-9660,Customer_204,Corporate,India,Hyderabad,Kerala,661268,West,PROD-261,Technology,Accessories,Mouse,312.09,3,0.23,-24.97
270,ORD-10269,2022-10-31,2022-11-04,Second Class,CUST-4498,Customer_11,Home Office,India,Kochi,Karnataka,602184,South,PROD-111,Office Supplies,Paper,Notebook Pack,1588.37,5,0.27,-190.6
271,ORD-10270,2022-09-11,2022-09-12,First Class,CUST-1201,Customer_439,Corporate,India,Chennai,Kerala,620085,South,PROD-375,Office Supplies,Paper,Notebook Pack,4788.41,5,0.09,287.3
272,ORD-10271,2023-10-14,2023-10-18,Second Class,CUST-8949,Customer_65,Corporate,India,Mumbai,Karnataka,665968,North,PROD-180,Furniture,Chairs,Office Chair,2331.81,7,0.3,-349.77
273,ORD-10272,2023-03-29,2023-04-03,Same Day,CUST-6827,Customer_234,Consumer,India,Hyderabad,Karnataka,654269,West,PROD-266,Furniture,Tables,Conference Table,4923.26,9,0.09,295.4
274,ORD-10273,2022-02-06,2022-02-12,Second Class,CUST-4107,Customer_469,Consumer,India,Hyderabad,Telangana,650884,North,PROD-890,Technology,Phones,Smartphone,348.5,4,0.29,-48.79
275,ORD-10274,2022-06-09,2022-06-10,First Class,CUST-6068,Customer_344,Corporate,India,Hyderabad,Maharashtra,601973,North,PROD-544,Technology,Phones,Smartphone,2798.76,6,0.05,279.88
276,ORD-10275,2022-01-09,2022-01-14,Standard Class,CUST-6889,Customer_116,Consumer,India,Hyderabad,Tamil Nadu,696839,West,PROD-476,Furniture,Chairs,Office Chair,2754.84,1,0.05,275.48
277,ORD-10276,2022-08-21,2022-08-23,Same Day,CUST-8874,Customer_171,Corporate,India,Chennai,Kerala,693860,West,PROD-266,Technology,Phones,Desk Phone,4201.52,5,0.13,84.03
278,ORD-10277,2022-04-09,2022-04-10,Second Class,CUST-5965,Customer_26,Consumer,India,Kochi,Karnataka,600414,North,PROD-308,Technology,Phones,Desk Phone,1444.81,2,0.06,130.03
279,ORD-10278,2023-10-21,2023-10-26,Second Class,CUST-3485,Customer_399,Corporate,India,Mumbai,Telangana,686813,South,PROD-192,Furniture,Tables,Study Table,2635.74,1,0.2,-131.79
280,ORD-10279,2022-07-27,2022-07-29,Second Class,CUST-7776,Customer_188,Consumer,India,Hyderabad,Karnataka,698882,North,PROD-409,Technology,Machines,Printer,4838.8,5,0.17,-96.78
281,ORD-10280,2022-05-11,2022-05-15,Second Class,CUST-6806,Customer_471,Consumer,India,Mumbai,Karnataka,601183,North,PROD-237,Furniture,Chairs,Office Chair,993.16,3,0.17,-19.86
282,ORD-10281,2023-02-08,2023-02-14,Same Day,CUST-1253,Customer_111,Consumer,India,Bangalore,Telangana,675195,North,PROD-289,Office Supplies,Storage,Drawer Organizer,922.5,3,0.25,-92.25
283,ORD-10282,2022-06-01,2022-06-03,Second Class,CUST-7903,Customer_416,Corporate,India,Mumbai,Maharashtra,640764,South,PROD-597,Technology,Accessories,USB Hub,2128.54,4,0.3,-319.28
284,ORD-10283,2022-02-23,2022-02-26,Standard Class,CUST-4366,Customer_319,Home Office,India,Delhi,Maharashtra,672680,North,PROD-889,Furniture,Chairs,Executive Chair,3192.35,2,0.17,-63.85
285,ORD-10284,2022-04-30,2022-05-02,Same Day,CUST-3766,Customer_309,Corporate,India,Chennai,Maharashtra,649958,West,PROD-540,Office Supplies,Paper,A4 Paper Pack,1166.3,3,0.12,34.99
286,ORD-10285,2023-11-04,2023-11-06,Same Day,CUST-2019,Customer_189,Corporate,India,Hyderabad,Kerala,694604,West,PROD-731,Office Supplies,Binders,File Binder,2482.62,5,0.16,-24.83
287,ORD-10286,2023-09-20,2023-09-26,Standard Class,CUST-2930,Customer_174,Consumer,India,Mumbai,Maharashtra,614347,West,PROD-142,Technology,Accessories,Mouse,835.39,3,0.18,-25.06
288,ORD-10287,2023-08-10,2023-08-13,Standard Class,CUST-6824,Customer_222,Home Office,India,Delhi,Telangana,638994,South,PROD-426,Technology,Phones,Desk Phone,3666.29,2,0.16,-36.66
289,ORD-10288,2023-09-17,2023-09-22,Second Class,CUST-8818,Customer_324,Home Office,India,Bangalore,Tamil Nadu,622931,West,PROD-233,Office Supplies,Paper,Notebook Pack,827.13,6,0.24,-74.44
290,ORD-10289,2023-02-24,2023-03-01,First Class,CUST-2272,Customer_161,Corporate,India,Kochi,Kerala,620441,North,PROD-943,Furniture,Chairs,Office Chair,4012.21,5,0.08,280.85
291,ORD-10290,2023-02-26,2023-02-28,Same Day,CUST-1153,Customer_111,Home Office,India,Hyderabad,Telangana,652159,West,PROD-425,Office Supplies,Binders,File Binder,914.22,6,0.14,9.14
292,ORD-10291,2022-04-14,2022-04-17,First Class,CUST-5925,Customer_167,Consumer,India,Delhi,Maharashtra,690306,North,PROD-490,Furniture,Chairs,Ergo Chair,4345.03,4,0.18,-130.35
293,ORD-10292,2022-09-11,2022-09-14,First Class,CUST-1327,Customer_126,Corporate,India,Chennai,Telangana,652077,South,PROD-337,Office Supplies,Paper,A4 Paper Pack,1571.76,4,0.06,141.46
294,ORD-10293,2022-08-15,2022-08-21,First Class,CUST-5109,Customer_87,Home Office,India,Hyderabad,Maharashtra,658671,South,PROD-674,Furniture,Tables,Study Table,2317.87,8,0.18,-69.54
295,ORD-10294,2022-04-22,2022-04-26,Standard Class,CUST-3018,Customer_444,Home Office,India,Bangalore,Tamil Nadu,612350,West,PROD-480,Office Supplies,Storage,Plastic Storage Box,1938.89,9,0.22,-135.72
296,ORD-10295,2023-05-25,2023-05-30,Standard Class,CUST-6895,Customer_173,Home Office,India,Mumbai,Delhi,698431,South,PROD-577,Furniture,Tables,Conference Table,4907.55,5,0.12,147.23
297,ORD-10296,2023-04-18,2023-04-24,Standard Class,CUST-6093,Customer_109,Corporate,India,Chennai,Tamil Nadu,697162,North,PROD-507,Technology,Machines,Printer,3090.16,3,0.18,-92.7
298,ORD-10297,2022-04-09,2022-04-10,First Class,CUST-2833,Customer_15,Consumer,India,Bangalore,Karnataka,667328,North,PROD-120,Furniture,Tables,Conference Table,4789.03,7,0.06,431.01
299,ORD-10298,2022-06-02,2022-06-07,Second Class,CUST-6835,Customer_267,Home Office,India,Bangalore,Kerala,684648,North,PROD-141,Technology,Accessories,Mouse,485.46,9,0.0,72.82
300,ORD-10299,2022-12-04,2022-12-10,Standard Class,CUST-3063,Customer_461,Consumer,India,Mumbai,Telangana,672689,West,PROD-831,Technology,Phones,Desk Phone,4265.45,1,0.27,-511.85
301,ORD-10300,2023-12-07,2023-12-12,Second Class,CUST-4681,Customer_170,Corporate,India,Delhi,Tamil Nadu,665037,South,PROD-874,Office Supplies,Paper,Notebook Pack,1697.12,3,0.08,118.8
302,ORD-10301,2022-06-12,2022-06-16,Standard Class,CUST-3938,Customer_98,Consumer,India,Chennai,Maharashtra,617266,North,PROD-499,Furniture,Tables,Conference Table,2650.08,5,0.19,-106.0
303,ORD-10302,2023-12-21,2023-12-22,Second Class,CUST-3174,Customer_247,Consumer,India,Bangalore,Tamil Nadu,692007,North,PROD-392,Technology,Phones,Smartphone,291.76,7,0.14,2.92
304,ORD-10303,2023-11-12,2023-11-16,Same Day,CUST-5646,Customer_228,Corporate,India,Kochi,Kerala,625493,North,PROD-335,Technology,Machines,Printer,3668.99,6,0.21,-220.14
305,ORD-10304,2022-06-10,2022-06-11,Standard Class,CUST-9035,Customer_80,Corporate,India,Delhi,Delhi,696569,West,PROD-832,Furniture,Bookcases,Wood Bookcase,1921.83,5,0.24,-172.96
306,ORD-10305,2023-08-03,2023-08-05,First Class,CUST-4026,Customer_264,Home Office,India,Hyderabad,Tamil Nadu,603459,South,PROD-913,Furniture,Bookcases,Metal Bookcase,3718.65,8,0.16,-37.19
307,ORD-10306,2023-02-02,2023-02-08,First Class,CUST-6847,Customer_182,Home Office,India,Kochi,Maharashtra,669675,South,PROD-681,Office Supplies,Storage,Plastic Storage Box,4989.54,3,0.2,-249.48
308,ORD-10307,2022-10-04,2022-10-05,Standard Class,CUST-9685,Customer_114,Corporate,India,Mumbai,Karnataka,688169,North,PROD-414,Furniture,Chairs,Executive Chair,631.1,1,0.0,94.67
309,ORD-10308,2023-05-19,2023-05-23,Same Day,CUST-8805,Customer_403,Corporate,India,Mumbai,Kerala,634122,West,PROD-321,Office Supplies,Storage,Drawer Organizer,3741.77,3,0.25,-374.18
310,ORD-10309,2023-01-27,2023-02-01,Second Class,CUST-8689,Customer_399,Home Office,India,Kochi,Telangana,641308,North,PROD-772,Furniture,Tables,Conference Table,531.34,1,0.0,79.7
311,ORD-10310,2022-05-15,2022-05-16,First Class,CUST-4816,Customer_418,Consumer,India,Kochi,Telangana,663297,West,PROD-424,Technology,Accessories,Keyboard,3890.83,8,0.2,-194.54
312,ORD-10311,2022-07-14,2022-07-20,Standard Class,CUST-7855,Customer_383,Consumer,India,Kochi,Delhi,624126,South,PROD-410,Office Supplies,Paper,Notebook Pack,4260.42,1,0.18,-127.81
313,ORD-10312,2023-02-05,2023-02-06,First Class,CUST-3946,Customer_391,Corporate,India,Delhi,Kerala,682144,West,PROD-692,Technology,Accessories,Keyboard,2115.68,8,0.22,-148.1
314,ORD-10313,2023-10-02,2023-10-05,First Class,CUST-8787,Customer_202,Home Office,India,Kochi,Karnataka,677952,North,PROD-230,Office Supplies,Paper,A4 Paper Pack,2154.11,4,0.02,280.03
315,ORD-10314,2022-02-02,2022-02-07,Standard Class,CUST-2366,Customer_108,Corporate,India,Chennai,Delhi,696546,West,PROD-828,Technology,Phones,Desk Phone,2835.83,3,0.19,-113.43
316,ORD-10315,2023-11-19,2023-11-25,Second Class,CUST-1442,Customer_317,Corporate,India,Chennai,Tamil Nadu,662760,North,PROD-770,Furniture,Chairs,Ergo Chair,229.23,2,0.03,27.51
317,ORD-10316,2023-04-05,2023-04-11,Standard Class,CUST-2621,Customer_315,Home Office,India,Bangalore,Telangana,654936,West,PROD-471,Furniture,Bookcases,Wood Bookcase,1637.92,6,0.02,212.93
318,ORD-10317,2023-04-15,2023-04-17,First Class,CUST-6791,Customer_64,Corporate,India,Bangalore,Kerala,626093,South,PROD-460,Office Supplies,Binders,Ring Binder,4241.96,7,0.07,339.36
319,ORD-10318,2023-01-10,2023-01-14,Standard Class,CUST-3566,Customer_58,Home Office,India,Mumbai,Tamil Nadu,697028,West,PROD-832,Technology,Machines,Scanner,441.08,6,0.02,57.34
320,ORD-10319,2022-01-22,2022-01-24,First Class,CUST-7899,Customer_28,Home Office,India,Kochi,Karnataka,610915,South,PROD-266,Furniture,Bookcases,Metal Bookcase,1617.39,8,0.07,129.39
321,ORD-10320,2023-11-01,2023-11-07,Standard Class,CUST-1723,Customer_77,Corporate,India,Bangalore,Maharashtra,657432,South,PROD-158,Furniture,Bookcases,Wood Bookcase,2126.27,7,0.09,127.58
322,ORD-10321,2022-02-07,2022-02-12,Second Class,CUST-1349,Customer_454,Corporate,India,Hyderabad,Telangana,692331,North,PROD-866,Office Supplies,Storage,Drawer Organizer,2144.49,8,0.27,-257.34
323,ORD-10322,2022-08-18,2022-08-19,Second Class,CUST-5406,Customer_202,Consumer,India,Chennai,Maharashtra,637438,North,PROD-221,Furniture,Tables,Conference Table,2486.9,7,0.07,198.95
324,ORD-10323,2022-12-31,2023-01-01,Same Day,CUST-4346,Customer_181,Home Office,India,Chennai,Kerala,655448,North,PROD-382,Technology,Phones,Desk Phone,1252.52,9,0.01,175.35
325,ORD-10324,2023-07-17,2023-07-22,First Class,CUST-4970,Customer_355,Corporate,India,Delhi,Telangana,624469,North,PROD-351,Furniture,Tables,Study Table,1917.51,3,0.19,-76.7
326,ORD-10325,2023-03-14,2023-03-20,Standard Class,CUST-9070,Customer_80,Corporate,India,Delhi,Tamil Nadu,632216,West,PROD-292,Office Supplies,Paper,A4 Paper Pack,1101.65,6,0.22,-77.12
327,ORD-10326,2022-10-10,2022-10-11,Same Day,CUST-5390,Customer_30,Home Office,India,Kochi,Karnataka,644902,West,PROD-425,Office Supplies,Paper,A4 Paper Pack,3198.96,4,0.02,415.86
328,ORD-10327,2022-01-27,2022-01-28,First Class,CUST-7809,Customer_57,Corporate,India,Kochi,Delhi,652096,North,PROD-922,Office Supplies,Binders,Ring Binder,1361.27,2,0.21,-81.68
329,ORD-10328,2022-08-14,2022-08-15,Standard Class,CUST-4081,Customer_436,Corporate,India,Hyderabad,Maharashtra,621287,North,PROD-919,Technology,Accessories,Keyboard,1655.33,4,0.09,99.32
330,ORD-10329,2022-10-04,2022-10-08,Same Day,CUST-4534,Customer_42,Home Office,India,Bangalore,Telangana,675987,West,PROD-140,Technology,Machines,Scanner,885.8,4,0.23,-70.86
331,ORD-10330,2023-09-01,2023-09-05,Same Day,CUST-7693,Customer_415,Corporate,India,Bangalore,Maharashtra,675131,West,PROD-229,Office Supplies,Binders,File Binder,2126.94,2,0.05,212.69
332,ORD-10331,2022-10-11,2022-10-14,Standard Class,CUST-8532,Customer_250,Home Office,India,Bangalore,Tamil Nadu,623333,South,PROD-907,Office Supplies,Binders,File Binder,842.38,2,0.19,-33.7
333,ORD-10332,2023-04-26,2023-04-28,First Class,CUST-6169,Customer_354,Consumer,India,Hyderabad,Karnataka,674001,West,PROD-765,Technology,Phones,Smartphone,3793.5,9,0.1,189.67
334,ORD-10333,2023-03-29,2023-04-03,First Class,CUST-8387,Customer_134,Corporate,India,Bangalore,Maharashtra,655574,South,PROD-743,Office Supplies,Storage,Plastic Storage Box,2653.42,1,0.01,371.48
335,ORD-10334,2023-10-21,2023-10-26,First Class,CUST-1715,Customer_330,Consumer,India,Hyderabad,Maharashtra,602600,North,PROD-892,Furniture,Bookcases,Wood Bookcase,3593.49,6,0.02,467.15
336,ORD-10335,2023-05-31,2023-06-05,First Class,CUST-3537,Customer_237,Corporate,India,Mumbai,Tamil Nadu,676886,South,PROD-539,Technology,Phones,Smartphone,2441.45,2,0.1,122.07
337,ORD-10336,2023-07-01,2023-07-04,Same Day,CUST-3926,Customer_247,Consumer,India,Mumbai,Karnataka,690427,South,PROD-450,Furniture,Bookcases,Wood Bookcase,597.03,9,0.28,-77.61
338,ORD-10337,2022-07-11,2022-07-15,Standard Class,CUST-6406,Customer_413,Consumer,India,Kochi,Maharashtra,616274,West,PROD-384,Office Supplies,Paper,Notebook Pack,1929.12,9,0.08,135.04
339,ORD-10338,2022-02-18,2022-02-24,Second Class,CUST-6532,Customer_83,Consumer,India,Mumbai,Maharashtra,695890,West,PROD-582,Furniture,Tables,Study Table,1704.07,2,0.24,-153.37
340,ORD-10339,2023-05-27,2023-06-02,Same Day,CUST-3553,Customer_63,Home Office,India,Mumbai,Delhi,670491,South,PROD-114,Furniture,Bookcases,Metal Bookcase,2282.32,3,0.27,-273.88
341,ORD-10340,2022-01-17,2022-01-20,Standard Class,CUST-9025,Customer_366,Corporate,India,Delhi,Tamil Nadu,607092,West,PROD-555,Technology,Phones,Desk Phone,4827.58,8,0.03,579.31
342,ORD-10341,2022-06-21,2022-06-27,First Class,CUST-9006,Customer_364,Home Office,India,Hyderabad,Karnataka,611698,West,PROD-601,Technology,Phones,Desk Phone,2570.31,7,0.12,77.11
343,ORD-10342,2022-08-08,2022-08-13,First Class,CUST-1004,Customer_150,Home Office,India,Chennai,Delhi,687147,North,PROD-567,Furniture,Chairs,Executive Chair,3578.51,9,0.0,536.78
344,ORD-10343,2022-06-07,2022-06-09,First Class,CUST-6755,Customer_494,Consumer,India,Chennai,Karnataka,658980,North,PROD-795,Technology,Phones,Desk Phone,1420.31,7,0.26,-156.23
345,ORD-10344,2023-04-22,2023-04-23,Standard Class,CUST-6534,Customer_44,Corporate,India,Delhi,Tamil Nadu,698781,North,PROD-845,Office Supplies,Storage,Drawer Organizer,4837.03,5,0.23,-386.96
346,ORD-10345,2022-02-15,2022-02-19,First Class,CUST-9695,Customer_267,Home Office,India,Hyderabad,Tamil Nadu,685212,North,PROD-707,Office Supplies,Binders,Ring Binder,3445.32,1,0.28,-447.89
347,ORD-10346,2023-01-08,2023-01-12,Second Class,CUST-7999,Customer_329,Consumer,India,Kochi,Kerala,671384,South,PROD-157,Furniture,Bookcases,Metal Bookcase,705.75,9,0.23,-56.46
348,ORD-10347,2023-06-02,2023-06-05,Same Day,CUST-6848,Customer_258,Home Office,India,Delhi,Karnataka,601644,South,PROD-408,Furniture,Bookcases,Wood Bookcase,431.29,5,0.11,17.25
349,ORD-10348,2022-04-09,2022-04-13,Second Class,CUST-1464,Customer_51,Corporate,India,Delhi,Karnataka,693216,West,PROD-302,Furniture,Bookcases,Metal Bookcase,2601.93,7,0.13,52.04
350,ORD-10349,2022-02-06,2022-02-11,Standard Class,CUST-7504,Customer_198,Corporate,India,Chennai,Kerala,632054,South,PROD-604,Furniture,Tables,Conference Table,3245.24,2,0.23,-259.62
351,ORD-10350,2022-10-07,2022-10-13,Same Day,CUST-1626,Customer_36,Home Office,India,Mumbai,Kerala,697921,South,PROD-799,Office Supplies,Binders,File Binder,451.3,9,0.23,-36.1
352,ORD-10351,2022-12-15,2022-12-20,First Class,CUST-3560,Customer_178,Corporate,India,Hyderabad,Telangana,680677,West,PROD-921,Office Supplies,Binders,Ring Binder,2849.93,2,0.12,85.5
353,ORD-10352,2023-05-12,2023-05-15,Second Class,CUST-4964,Customer_390,Consumer,India,Delhi,Telangana,698873,North,PROD-800,Furniture,Tables,Conference Table,1217.57,2,0.2,-60.88
354,ORD-10353,2022-10-29,2022-11-03,First Class,CUST-2662,Customer_362,Home Office,India,Mumbai,Tamil Nadu,641430,West,PROD-806,Office Supplies,Binders,File Binder,4424.75,6,0.06,398.23
355,ORD-10354,2022-06-30,2022-07-06,Second Class,CUST-1709,Customer_456,Consumer,India,Delhi,Telangana,689883,South,PROD-406,Furniture,Bookcases,Wood Bookcase,3117.21,7,0.09,187.03
356,ORD-10355,2023-08-30,2023-09-01,First Class,CUST-6219,Customer_477,Corporate,India,Chennai,Maharashtra,640706,North,PROD-665,Technology,Accessories,USB Hub,4667.88,8,0.04,513.47
357,ORD-10356,2022-04-09,2022-04-12,Same Day,CUST-4662,Customer_306,Consumer,India,Chennai,Telangana,693973,West,PROD-710,Office Supplies,Paper,A4 Paper Pack,1715.01,3,0.19,-68.6
358,ORD-10357,2023-12-01,2023-12-03,Standard Class,CUST-3662,Customer_276,Corporate,India,Hyderabad,Maharashtra,629395,North,PROD-845,Office Supplies,Paper,A4 Paper Pack,3474.53,5,0.14,34.75
359,ORD-10358,2022-04-26,2022-04-27,First Class,CUST-7046,Customer_446,Corporate,India,Kochi,Kerala,627053,North,PROD-897,Technology,Accessories,Mouse,4473.03,1,0.09,268.38
360,ORD-10359,2022-07-10,2022-07-12,First Class,CUST-2723,Customer_389,Home Office,India,Hyderabad,Kerala,694981,South,PROD-481,Office Supplies,Storage,Plastic Storage Box,3400.96,3,0.25,-340.1
361,ORD-10360,2022-09-10,2022-09-11,First Class,CUST-9078,Customer_370,Corporate,India,Bangalore,Karnataka,633189,West,PROD-106,Office Supplies,Paper,Notebook Pack,2676.14,6,0.08,187.33
362,ORD-10361,2022-06-10,2022-06-11,Standard Class,CUST-9081,Customer_395,Home Office,India,Bangalore,Tamil Nadu,674638,West,PROD-469,Furniture,Bookcases,Wood Bookcase,3502.61,5,0.07,280.21
363,ORD-10362,2022-09-13,2022-09-15,Second Class,CUST-3731,Customer_32,Corporate,India,Delhi,Delhi,677489,West,PROD-758,Furniture,Tables,Conference Table,1819.26,6,0.01,254.7
364,ORD-10363,2022-11-19,2022-11-22,Standard Class,CUST-2040,Customer_197,Home Office,India,Chennai,Kerala,663817,North,PROD-654,Office Supplies,Storage,Plastic Storage Box,4754.46,4,0.01,665.62
365,ORD-10364,2022-05-08,2022-05-14,Standard Class,CUST-5185,Customer_386,Corporate,India,Hyderabad,Karnataka,638575,South,PROD-931,Office Supplies,Storage,Drawer Organizer,2140.59,3,0.16,-21.41
366,ORD-10365,2022-01-18,2022-01-23,First Class,CUST-8623,Customer_477,Consumer,India,Hyderabad,Telangana,600560,South,PROD-442,Technology,Machines,Printer,1480.04,6,0.22,-103.6
367,ORD-10366,2023-07-20,2023-07-25,Standard Class,CUST-8854,Customer_16,Home Office,India,Chennai,Kerala,630961,North,PROD-898,Technology,Accessories,USB Hub,4824.8,9,0.16,-48.25
368,ORD-10367,2023-07-24,2023-07-30,First Class,CUST-8899,Customer_384,Corporate,India,Bangalore,Tamil Nadu,667354,South,PROD-362,Furniture,Bookcases,Metal Bookcase,3859.08,6,0.14,38.59
369,ORD-10368,2022-11-19,2022-11-20,Standard Class,CUST-8031,Customer_74,Corporate,India,Bangalore,Delhi,657137,North,PROD-769,Technology,Machines,Scanner,2702.22,1,0.29,-378.31
370,ORD-10369,2023-11-17,2023-11-18,Same Day,CUST-4635,Customer_167,Corporate,India,Kochi,Maharashtra,699105,West,PROD-749,Furniture,Tables,Study Table,281.35,6,0.23,-22.51
371,ORD-10370,2023-09-18,2023-09-21,Second Class,CUST-6581,Customer_214,Corporate,India,Hyderabad,Maharashtra,604820,South,PROD-130,Office Supplies,Storage,Drawer Organizer,776.99,9,0.08,54.39
372,ORD-10371,2022-10-15,2022-10-19,First Class,CUST-2747,Customer_137,Home Office,India,Delhi,Kerala,683752,West,PROD-945,Furniture,Chairs,Office Chair,1840.66,5,0.22,-128.85
373,ORD-10372,2023-10-25,2023-10-27,First Class,CUST-2088,Customer_192,Home Office,India,Bangalore,Tamil Nadu,646146,North,PROD-619,Furniture,Tables,Study Table,1870.86,7,0.11,74.83
374,ORD-10373,2023-10-01,2023-10-02,Same Day,CUST-2711,Customer_151,Consumer,India,Delhi,Maharashtra,661019,South,PROD-609,Furniture,Chairs,Executive Chair,3303.0,5,0.29,-462.42
375,ORD-10374,2022-06-04,2022-06-09,Standard Class,CUST-1806,Customer_273,Consumer,India,Bangalore,Karnataka,652364,North,PROD-533,Office Supplies,Binders,File Binder,313.26,3,0.27,-37.59
376,ORD-10375,2023-05-05,2023-05-08,Standard Class,CUST-1072,Customer_490,Home Office,India,Bangalore,Delhi,625372,South,PROD-668,Office Supplies,Binders,File Binder,3109.5,1,0.09,186.57
377,ORD-10376,2023-01-21,2023-01-23,Second Class,CUST-1427,Customer_345,Home Office,India,Bangalore,Delhi,682008,West,PROD-929,Furniture,Bookcases,Wood Bookcase,931.17,6,0.27,-111.74
378,ORD-10377,2022-04-14,2022-04-17,Same Day,CUST-9400,Customer_325,Consumer,India,Chennai,Telangana,632722,West,PROD-840,Office Supplies,Binders,Ring Binder,4699.42,9,0.18,-140.98
379,ORD-10378,2023-01-28,2023-01-30,Same Day,CUST-3556,Customer_216,Corporate,India,Kochi,Maharashtra,671181,West,PROD-942,Furniture,Chairs,Office Chair,3423.88,7,0.17,-68.48
380,ORD-10379,2022-09-03,2022-09-05,Same Day,CUST-9446,Customer_148,Corporate,India,Kochi,Telangana,697085,South,PROD-673,Technology,Phones,Smartphone,4725.08,8,0.24,-425.26
381,ORD-10380,2022-06-25,2022-07-01,Second Class,CUST-1250,Customer_312,Home Office,India,Delhi,Delhi,682956,South,PROD-224,Office Supplies,Binders,Ring Binder,2813.52,4,0.29,-393.89
382,ORD-10381,2022-02-08,2022-02-09,Second Class,CUST-9344,Customer_139,Home Office,India,Kochi,Karnataka,662607,South,PROD-439,Office Supplies,Storage,Plastic Storage Box,1955.27,6,0.07,156.42
383,ORD-10382,2023-04-22,2023-04-25,Standard Class,CUST-5017,Customer_485,Home Office,India,Hyderabad,Maharashtra,614794,North,PROD-272,Technology,Phones,Desk Phone,875.85,7,0.19,-35.03
384,ORD-10383,2023-11-13,2023-11-16,Second Class,CUST-1695,Customer_397,Corporate,India,Delhi,Delhi,686854,North,PROD-701,Office Supplies,Storage,Drawer Organizer,905.42,3,0.24,-81.49
385,ORD-10384,2023-06-22,2023-06-28,First Class,CUST-2810,Customer_362,Corporate,India,Kochi,Maharashtra,687313,South,PROD-274,Furniture,Bookcases,Metal Bookcase,4550.82,8,0.05,455.08
386,ORD-10385,2023-02-12,2023-02-17,Second Class,CUST-1646,Customer_406,Home Office,India,Mumbai,Delhi,624988,South,PROD-865,Office Supplies,Binders,File Binder,1856.92,1,0.28,-241.4
387,ORD-10386,2023-06-09,2023-06-14,First Class,CUST-6358,Customer_351,Corporate,India,Chennai,Kerala,633053,West,PROD-338,Technology,Accessories,Keyboard,3679.91,8,0.16,-36.8
388,ORD-10387,2023-05-21,2023-05-22,Standard Class,CUST-4356,Customer_20,Corporate,India,Mumbai,Kerala,664502,North,PROD-761,Office Supplies,Storage,Plastic Storage Box,3512.0,9,0.21,-210.72
389,ORD-10388,2022-02-05,2022-02-06,First Class,CUST-5790,Customer_497,Home Office,India,Kochi,Maharashtra,617548,North,PROD-105,Technology,Phones,Desk Phone,237.64,2,0.19,-9.51
390,ORD-10389,2023-11-16,2023-11-20,Standard Class,CUST-3810,Customer_365,Consumer,India,Bangalore,Telangana,620480,South,PROD-155,Furniture,Bookcases,Wood Bookcase,844.52,8,0.29,-118.23
391,ORD-10390,2022-01-20,2022-01-26,Same Day,CUST-9249,Customer_287,Consumer,India,Delhi,Delhi,679864,West,PROD-373,Technology,Machines,Printer,1361.09,2,0.15,0.0
392,ORD-10391,2022-11-17,2022-11-22,First Class,CUST-7220,Customer_241,Corporate,India,Bangalore,Delhi,609094,North,PROD-474,Technology,Accessories,Keyboard,4819.09,5,0.19,-192.76
393,ORD-10392,2023-05-27,2023-05-29,Second Class,CUST-5497,Customer_321,Home Office,India,Hyderabad,Tamil Nadu,622873,North,PROD-703,Office Supplies,Paper,A4 Paper Pack,3852.1,6,0.16,-38.52
394,ORD-10393,2023-02-04,2023-02-07,Same Day,CUST-6901,Customer_27,Home Office,India,Chennai,Karnataka,685314,South,PROD-661,Office Supplies,Storage,Plastic Storage Box,995.6,3,0.13,19.91
395,ORD-10394,2023-10-16,2023-10-17,Standard Class,CUST-1614,Customer_393,Corporate,India,Mumbai,Delhi,677889,North,PROD-926,Technology,Accessories,Mouse,857.6,1,0.3,-128.64
396,ORD-10395,2023-04-16,2023-04-19,First Class,CUST-6664,Customer_123,Corporate,India,Bangalore,Karnataka,672194,North,PROD-150,Technology,Phones,Smartphone,4298.17,2,0.07,343.85
397,ORD-10396,2022-05-23,2022-05-26,Standard Class,CUST-9444,Customer_267,Consumer,India,Chennai,Delhi,623858,North,PROD-171,Technology,Machines,Scanner,722.69,6,0.19,-28.91
398,ORD-10397,2022-04-02,2022-04-06,First Class,CUST-6386,Customer_76,Home Office,India,Bangalore,Delhi,620172,North,PROD-373,Office Supplies,Binders,Ring Binder,3616.27,8,0.29,-506.28
399,ORD-10398,2022-12-20,2022-12-25,Standard Class,CUST-6894,Customer_181,Corporate,India,Kochi,Telangana,683423,West,PROD-250,Technology,Accessories,Mouse,1251.76,9,0.14,12.52
400,ORD-10399,2023-12-28,2023-12-29,Second Class,CUST-1271,Customer_464,Consumer,India,Bangalore,Karnataka,656042,North,PROD-450,Technology,Phones,Desk Phone,3049.09,2,0.02,396.38
401,ORD-10400,2022-02-20,2022-02-23,Second Class,CUST-3817,Customer_459,Home Office,India,Bangalore,Tamil Nadu,621010,North,PROD-706,Furniture,Tables,Conference Table,262.54,6,0.0,39.38
